,ID,score,interesting,compressed_len,lookup_table
0,6531224485154864826,0.9939167051365428,0,27105,0.7758447191621771
1,13869238807084607818,0.9876145288781327,0,29615,0.6819623248950807
2,15443981888946595042,1.0052076127782676,0,13519,1.0103348202439575
3,5057135237993674716,0.9978886069914353,0,25135,0.8683503347863208
4,796326028537338647,0.9829075439961606,0,31268,0.6413379989971003
5,5552032214630131411,0.9941296625861907,1,17837,0.9230384627767667
6,3673716727369443766,0.9842280095515147,0,26641,0.7436637398515387
7,13923024503803848615,0.9888935380029442,0,20718,0.9081448281306189
8,6031409272443955969,0.9999828837464056,0,19000,0.994165167509589
9,12302289326990868907,1.0068266371795331,1,16654,0.9518205548893728
10,6720143646069397849,0.9772827783406612,0,26144,0.7814556872848776
11,13589250720981318635,0.9880825362594774,0,24509,0.8549048981614482
12,16371163061709146990,0.9890623767029996,0,26674,0.7690385354037018
13,6527752980745476685,1.0,0,4684,1.0
14,12465978056853013704,1.002778317378714,0,20637,0.9972884744212753
15,2687132328414784325,0.9993497445424989,1,23619,0.8127010067871234
16,10446999215679063268,0.9878677846582107,0,31749,0.6554262770490298
17,15227275811328340429,0.9916811573773247,0,30503,0.671755337407463
18,1785984125207758001,0.9933923445711946,0,22929,0.829532119372787
19,11799952647201878927,0.983038104581529,0,25536,0.7673810300197662
20,10223138186588142169,0.993482611252435,0,27482,0.7201961172915399
21,14004663078241170278,0.9868953223922798,0,23107,0.81344273583293
22,2504435542675656739,0.9916797494136295,0,31248,0.6375153329280737
23,13636859539548260219,1.000089987719323,0,16817,0.9991098235022781
24,12313384249991623053,0.9856937365145877,0,27179,0.7593340512957989
25,15728216521017759163,0.9937732508832784,0,28076,0.7390188506258075
26,1959855325080623551,0.9945018852555934,0,23984,0.845737787377578
27,12612835239373200128,0.9829955608833281,0,31137,0.6415677720595754
28,8561872503495957537,0.9934153737465702,0,25869,0.7661986359043448
29,158283058705829973,0.9917715970092303,0,30285,0.6546520374101671
30,4434901581278407382,0.9882268504315748,0,30937,0.6617963806084662
31,6192367358541463095,0.9761239058791878,0,30453,0.6505325259876513
32,3756982595070791500,0.9943804506512605,0,24131,0.8319717049254649
33,9747509708277324759,0.9775881808772748,0,31559,0.6397606028586772
34,15772748516853251356,0.9873150540443774,0,25101,0.8384409644284743
35,13575064770771198967,0.9846494555045169,0,31924,0.6802772270094039
36,10385232445521786941,0.9969953847602901,1,16775,0.9660562106559285
37,16454220389484226404,1.0377373922431419,1,10509,0.7792163807596258
38,785334932296539880,0.9905868078420799,0,28857,0.7054332020414731
39,6431922458389135512,0.9908584878951593,0,25875,0.8067280183630953
40,17789980386320928822,0.9857652653002862,1,21362,0.9331617067587348
41,17994081699609406549,0.9856388178958755,1,27806,0.7233590055775556
42,13916016254680719735,0.985379036805164,1,26790,0.721003982451461
43,12027464075645568984,0.9824503534438565,0,29140,0.6807127977538266
44,17825930311145206925,0.9923545293544221,0,24072,0.8817930882973031
45,17781600944075856442,0.9838798357568171,0,25910,0.8012558914235461
46,17600247304298814463,0.9936223763481271,0,24728,0.8119264331850594
47,2145605455372695258,0.9931883318283538,0,24431,0.7810920844218967
48,15690182464873731264,0.9928445243999288,1,24611,0.768020618411839
49,16306638360100497956,0.9952246991031882,0,28007,0.7398345551614736
50,5794521714705140523,0.983079509144233,0,29239,0.7070994996797093
51,8697963809830557027,0.977096137728733,1,22321,0.8158580154431256
52,14879397027815013189,0.9747448003229645,0,28416,0.7035781603522011
53,14877347394676116082,0.988467193530601,0,26198,0.7943229744505814
54,895295308660386894,0.9856142737900523,0,30430,0.6695227345572102
55,12060282905178235792,0.9959707606421053,0,22625,0.9057201152060672
56,10355525664975249071,0.9873323748529602,0,19540,0.913196028329875
57,14588311555701066625,0.9926500709800926,0,27005,0.7352052727440082
58,8667886887105402435,0.9881355023820871,0,30781,0.6604196181609661
59,1279004728968532952,0.9985571949692383,0,20614,0.996126111836406
60,1925767694946351171,0.9962844884159641,0,27876,0.7347086594933285
61,2868536751686705107,0.9945518959632471,0,21930,0.9063472012259522
62,16225705651537826593,0.988555206808142,0,28635,0.7201237222347764
63,16875729501875261839,0.9951985106466338,0,22980,0.8637830934799026
64,17060246168607253504,0.9933646644934634,0,24854,0.841565327328911
65,2460282970086512738,0.9980020841176053,0,27654,0.7749942810062876
66,8584973490699309580,0.9830508791497488,0,31188,0.6495702664595794
67,8800360888155722895,0.9849354506255046,0,23412,0.8703404198702965
68,16803304353663777120,0.9966769859567922,0,21320,0.9546924355478164
69,807322004193507684,0.9939248342328355,0,25150,0.8231681532438772
70,5723095475319819116,0.987689995050607,0,31547,0.639614854650774
71,15541046751024658651,1.0,1,3830,1.0
72,13922082548835280312,0.9938327756915564,0,21918,0.9151817453895806
73,10283582201565573515,1.001759882320322,1,15278,0.9470987754141981
74,7616477119908346007,0.9841015056128445,0,28682,0.7340631316849842
75,17874784240303619453,0.9875262213482247,0,18925,0.9212135434569926
76,3711915128946007282,0.992292394601018,0,27253,0.7646066147160612
77,1178901343559025910,0.9815409623082105,0,29685,0.6818859103627315
78,1513351327928296490,0.9900640774346218,0,25714,0.7835689580108358
79,11607776477335906175,0.9876349758762198,0,29405,0.6852933393521474
80,8147422036255787892,0.9799005436848555,0,28882,0.6892472307435596
81,15279351218973541548,0.9840582592913614,0,29144,0.6730515797387655
82,13821479822968942670,0.999873069983771,0,17929,0.9919551153185424
83,14139559721204180211,0.9930000758315826,0,27055,0.7809017643625134
84,4091552813621845022,0.9760974625962636,0,28133,0.7090313247772133
85,16834842105001180433,0.9798010201715305,0,30605,0.6452806628012614
86,10404216074875587724,0.9950435342692837,0,24248,0.8256041418973098
87,13009941987128707101,0.9900697420509659,0,31503,0.6454372255822968
88,11519405304918994388,1.0009513651940949,0,20851,0.9956709761903689
89,13909412109955764159,0.9961803708662718,0,14676,0.993286984946644
90,16783718287353133693,0.9916080712583352,0,16665,0.9753002862362847
91,14225771546627249397,0.9951433518208763,0,20071,0.9136845690576085
92,11916160482226510138,0.9829760759511887,0,27323,0.7317289480534636
93,6101616793748548739,0.9757597458174214,0,23549,0.8022410039547817
94,14028622696833239611,0.9839997243832851,0,31881,0.6633129896526739
95,1198271118497331560,0.9861182912239619,0,28225,0.7296342919634172
96,365179983559257217,1.0055461269027368,1,19789,0.9011765520333351
97,13671457206519107188,0.979108386174313,1,30199,0.6635329910740758
98,3160775780789446458,0.9918788348633393,1,18135,0.9195674988544484
99,2617551364583483301,0.9671665543945176,0,27926,0.7101748035931518
100,10564674134486519228,0.9825642328241098,0,28289,0.7126449622165181
101,3087802238132575584,0.9816578618138907,0,27733,0.7259773109719021
102,9628690654521762804,0.98611786692609,0,28137,0.7204792637743516
103,11316304669204765687,0.9710783361406138,0,29406,0.6840041135494888
104,4415399690995595445,0.9920259250453288,0,31924,0.6835961420963533
105,1921852901499162149,0.9866988576077427,0,14263,0.9842295836708886
106,17950374186067461931,0.9929709414609204,0,29968,0.6646357502054256
107,3277558960373107258,0.9852147009283839,0,29314,0.6791981781582698
108,17806951113837087229,0.9894167662512566,0,26094,0.7656651761456823
109,17257295912675065710,0.98794315605814,0,27690,0.7258055181412576
110,7884297401291624548,0.9906492266564827,0,17301,0.9838735235215169
111,1074414499504814397,0.9949791182220987,0,21077,0.9924631812500635
112,14914639495215960502,0.9942658263493397,0,29686,0.6894853718419743
113,13576333911632141303,1.010236913436829,1,13667,0.9930544202395063
114,10069795297250337001,0.9818662250882184,0,28767,0.7077235648288303
115,16363538969797479105,0.9905224424186011,0,26177,0.775567056861996
116,15884713219636896984,0.9969438925492383,1,18703,0.9794597897424427
117,11842573197111213772,1.0003530805657743,0,24947,0.8486947720501244
118,17058310651271135225,0.9874041873396723,0,27451,0.7782857833318617
119,8321837996753507115,0.9899554245995769,0,31023,0.6497424571805235
120,4091030722251094367,0.9926035444112207,0,24146,0.7893567055271324
121,10864385254309122682,0.9799326679621346,0,31141,0.6451503463427614
122,5815240297666694084,0.9835079961512763,0,31326,0.6398289852095316
123,16934492115850422165,0.9814325991664594,0,29772,0.6721725242510334
124,8085250679696595580,0.9870062600819879,0,28338,0.708690595782462
125,7173440452607891565,0.9953306477832683,0,26363,0.8030680285064999
126,1458479233506813439,0.9902585261730605,0,28333,0.7457323273556975
127,606693667371004981,0.9797683869949495,0,27715,0.7170107209027833
128,14383134454686595090,0.98772554560556,0,30432,0.6664435941615843
129,8767542831855990954,0.9919218776497442,0,24635,0.889614949753155
130,18139129233091231349,0.9883230555465197,0,26264,0.7732480415552213
131,16140717231342104175,0.9905914913684472,0,24044,0.8501450709715671
132,1160302669871359489,0.9966691345195708,0,21520,0.9221911271547262
133,11739332020899992597,0.998411287666254,0,21672,0.9397160556647673
134,10025576780816260740,0.9764570606218937,0,31796,0.6641015654788491
135,14150270787392671674,0.9845664523726171,0,29892,0.671634209568685
136,4753927488525314971,0.9964790015194084,1,28068,0.7550835611741642
137,15894415965314469051,0.9821808038451613,0,31698,0.642306608233622
138,3849815994413293066,1.0161100134851193,1,17984,0.8641848057819641
139,17571951701738768874,0.982781674975929,0,26944,0.7541905649488541
140,9017338153865829894,0.9809300033525231,0,30562,0.662558794915872
141,6787597681125559658,1.0029273497664926,0,21463,0.8557532973753735
142,13781353463191185649,0.977272357197933,0,30444,0.6790557493985138
143,3110044386362897344,0.9945681585588676,0,23074,0.8559336044704561
144,5925103642377998833,0.9813878432721393,0,28298,0.682960609963338
145,13097502376082472440,0.9790960661795426,0,26355,0.7582677034379987
146,13600404992261435789,0.9894222752344752,0,29971,0.6909853942842163
147,2384172442294400967,0.9862215150955534,0,29237,0.6766284111116488
148,9286323778765410598,0.9804076702560005,0,24090,0.7785331054063566
149,8661884006467889070,0.9937241968806128,0,19120,0.9859225598451338
150,3637391131103969955,0.9852062429861649,0,28694,0.7371316648676802
151,6347988088723870360,0.9829596484475236,0,26484,0.7549805990375441
152,10805811541851606355,0.9820141269766169,0,26467,0.757606724905225
153,12492061818666331770,0.986895538906862,0,28179,0.7516571749488851
154,4400110930575817813,0.9766717482087807,0,30328,0.6565335877214565
155,15387138247469639044,0.9841801210950375,0,28745,0.6967470889523136
156,16781637599772345134,1.0,1,17126,1.0
